x,y,z_srtm
501223.95,9215547.14,38.42
506019.42,9215091.25,38.43
483612.49,9200540.96,38.43
502681.46,9212323.75,38.44
500846.14,9214169.66,38.44
506387.60,9214180.50,38.44
507661.53,9216942.26,38.44
509044.51,9214181.64,38.45
504818.61,9215553.85,38.45
509121.56,9216482.25,38.46
484212.51,9204514.43,38.47
506572.36,9214630.15,38.50
506738.05,9214633.40,38.50
503450.69,9216015.36,38.50
502890.07,9212326.49,38.53
482814.87,9201636.14,38.54
481405.62,9209177.90,38.55
501200.86,9216469.46,38.56
478637.73,9225657.48,38.56
483734.11,9203996.29,38.56
500798.91,9217397.61,38.57
504146.86,9212790.51,38.58
504626.29,9215551.86,38.61
503644.60,9212788.76,38.62
503746.66,9214171.09,38.62
506591.78,9214181.76,38.63
501195.53,9215098.82,38.63
514852.52,9215565.49,38.63
502750.44,9214624.13,38.64
500387.06,9216004.18,38.64
505370.55,9213252.00,38.65
509723.35,9215564.22,38.65
483174.16,9208273.96,38.65
481408.29,9207399.49,38.67
499626.35,9212782.01,38.68
506441.98,9212790.68,38.68
483259.16,9206466.80,38.68
499138.74,9212789.20,38.69
501041.16,9215548.11,38.69
483740.47,9204187.38,38.71
482340.71,9207749.83,38.71
499783.62,9212780.21,38.73
509913.47,9215563.67,38.74
483287.19,9203091.61,38.74
504563.58,9214174.04,38.75
499601.46,9215086.69,38.75
508141.46,9213714.13,38.78
507198.41,9214182.06,38.79
507604.69,9214176.97,38.80
511675.08,9216475.81,38.80
507812.56,9214176.28,38.81
505542.81,9213709.65,38.82
484667.89,9204250.54,38.83
501392.43,9212782.37,38.87
485142.81,9207574.00,38.87
503703.17,9216461.91,38.88
507420.37,9215095.66,38.91
482330.29,9210474.21,38.91
500542.24,9216924.35,38.92
497058.62,9213697.70,38.93
506904.24,9214634.83,38.93
501594.48,9215097.17,38.94
505791.33,9213254.35,38.95
508279.85,9216938.25,38.95
501201.71,9217403.40,38.96
499588.14,9217840.52,38.97
482795.53,9210009.04,38.97
502476.79,9212322.82,38.98
503191.53,9215086.62,38.99
508086.27,9216018.02,38.99
501007.06,9212320.22,39.00
508257.24,9214643.50,39.00
508583.46,9214641.79,39.00
501597.19,9215543.18,39.00
512066.48,9216478.11,39.00
501513.72,9216932.25,39.00
482331.37,9210292.76,39.00
503302.38,9212329.55,39.01
506795.13,9214183.32,39.01
506997.05,9214183.72,39.01
508204.21,9215100.26,39.01
508189.52,9215567.09,39.01
511726.43,9216947.85,39.01
481877.85,9209835.70,39.04
507006.44,9213254.13,39.05
514526.27,9215106.39,39.05
481399.50,9208589.80,39.05
499789.61,9217388.38,39.06
507646.61,9213716.51,39.08
482356.29,9203724.46,39.08
501127.56,9216927.18,39.10
481408.11,9207603.26,39.11
506354.07,9213713.18,39.14
507974.66,9213714.03,39.14
506601.22,9216484.59,39.14
499474.31,9218307.86,39.16
501009.46,9216470.87,39.17
499206.15,9215083.54,39.18
507814.99,9215098.71,39.18
506189.91,9213713.54,39.19
509184.38,9215101.37,39.21
499303.81,9218308.21,39.22
482799.10,9206439.54,39.22
511558.49,9216021.61,39.23
510666.65,9215557.88,39.24
503320.53,9212790.66,39.25
505775.43,9214178.26,39.25
508683.11,9216936.88,39.26
484851.45,9224738.03,39.26
481410.28,9209383.37,39.28
507619.19,9215098.05,39.29
505383.13,9213710.00,39.30
500100.41,9212783.22,39.32
505630.16,9212794.74,39.33
501588.80,9214626.88,39.33
514003.23,9216023.58,39.34
512260.31,9216479.66,39.34
508480.62,9216936.44,39.35
477331.43,9227370.71,39.36
506692.72,9215548.74,39.36
505276.87,9216015.75,39.37
500047.49,9216463.56,39.39
483281.29,9204747.75,39.39
483252.60,9206669.17,39.39
499466.97,9212782.01,39.42
500422.10,9212786.13,39.43
505863.56,9213714.00,39.43
484663.28,9207932.39,39.45
509333.16,9215565.19,39.47
484651.78,9224738.37,39.49
501202.10,9217851.90,39.50
504331.82,9213241.58,39.52
508421.92,9214642.29,39.52
484658.89,9207545.39,39.53
481878.06,9210411.07,39.55
506183.20,9214178.91,39.56
508791.67,9215102.19,39.57
483278.88,9204955.98,39.58
487016.37,9232679.76,39.59
505134.73,9212791.11,39.59
500266.22,9213238.29,39.61
474513.97,9214125.63,39.61
501414.34,9214627.74,39.63
483482.20,9202588.95,39.64
484661.16,9204632.33,39.65
483246.24,9206871.30,39.68
515840.16,9216026.57,39.69
507460.69,9216938.72,39.70
483293.24,9201456.01,39.70
499539.35,9215541.54,39.72
506795.29,9216482.31,39.73
482346.73,9206157.89,39.73
506620.51,9215089.18,39.74
500584.76,9212785.93,39.75
512354.43,9217405.07,39.75
483363.05,9204640.37,39.75
483729.32,9203810.91,39.77
483273.74,9205574.03,39.77
483283.46,9204538.83,39.77
508310.13,9213713.82,39.78
513194.12,9216030.32,39.78
504970.74,9212790.92,39.79
483740.26,9202504.39,39.81
483751.02,9200087.94,39.84
507073.04,9214636.92,39.85
508009.99,9215098.37,39.85
508399.94,9215103.26,39.85
482354.77,9203924.65,39.85
501816.39,9216003.88,39.86
504877.97,9216012.11,39.86
503743.51,9214631.58,39.87
499915.72,9215545.88,39.89
510525.04,9216024.15,39.89
482799.64,9206818.58,39.89
498415.31,9213696.61,39.90
509579.35,9214646.47,39.91
510264.01,9214183.31,39.92
503125.57,9216460.08,39.94
509448.76,9214177.75,39.95
508571.36,9215569.07,39.95
510477.90,9215559.89,39.96
506020.72,9216484.57,39.97
509478.62,9216945.02,39.97
507325.94,9213717.56,39.98
508986.65,9215100.77,39.98
506214.20,9216485.54,39.98
505954.06,9212791.55,39.99
508091.65,9214643.09,40.00
484206.94,9200580.03,40.00
505196.86,9215555.56,40.01
509531.81,9215564.67,40.01
511338.70,9217415.26,40.01
501333.36,9218309.10,40.02
481862.53,9230640.31,40.04
509246.18,9214645.01,40.04
501161.67,9218308.06,40.05
483282.70,9203911.18,40.05
499304.34,9212782.28,40.07
514660.35,9215567.25,40.08
481890.82,9205348.57,40.08
506606.19,9213252.35,40.09
503619.70,9213705.71,40.09
500799.02,9215091.86,40.09
484661.69,9207737.39,40.09
505816.98,9215092.54,40.10
505466.45,9212793.80,40.11
481889.86,9205544.26,40.12
501558.16,9212779.89,40.15
507167.57,9213717.73,40.15
505792.73,9212793.86,40.16
498751.24,9213696.16,40.16
500668.49,9215548.99,40.17
483730.53,9207733.50,40.17
480782.05,9230540.58,40.18
500181.97,9216003.62,40.18
508691.03,9216022.86,40.18
509161.80,9217401.96,40.18
483645.86,9199939.48,40.18
481880.63,9203869.67,40.19
509574.49,9215105.56,40.20
507999.23,9215563.27,40.21
503298.04,9216939.41,40.23
481885.31,9205915.77,40.23
504950.31,9213249.31,40.24
505581.69,9213253.94,40.24
506518.57,9213715.51,40.24
481408.68,9207204.35,40.26
507260.88,9216935.70,40.27
482819.98,9201264.81,40.27
500817.82,9216470.83,40.28
511931.54,9216944.78,40.29
483354.31,9204845.54,40.29
509412.06,9214646.76,40.30
501001.78,9217849.97,40.30
483445.49,9203206.62,40.30
483295.57,9198646.08,40.31
477724.63,9226529.11,40.32
501882.63,9212779.88,40.33
500746.60,9212785.89,40.35
507251.82,9215549.45,40.36
503510.77,9212330.13,40.37
504807.30,9212789.89,40.37
509284.98,9216942.71,40.37
510895.27,9216939.58,40.38
498583.97,9213696.39,40.39
510687.22,9216941.65,40.39
511947.19,9217410.58,40.39
507762.59,9216480.19,40.41
503863.08,9216012.84,40.44
483291.52,9201855.00,40.46
481404.07,9208196.45,40.46
483574.00,9201149.26,40.46
502066.26,9212317.89,40.48
500908.31,9212786.74,40.53
482819.85,9203645.64,40.55
500799.45,9217845.59,40.57
508595.71,9215104.37,40.58
499977.22,9216004.52,40.58
512552.18,9217880.92,40.58
506115.98,9212789.39,40.59
508790.46,9213252.75,40.59
508770.12,9217403.56,40.59
480961.30,9207388.61,40.59
508068.27,9216941.88,40.60
511370.57,9215099.70,40.62
500241.35,9216466.12,40.62
484208.18,9204114.73,40.62
482821.92,9203460.38,40.63
504682.17,9216930.83,40.64
506278.80,9212790.02,40.65
481890.70,9209263.96,40.65
481409.29,9210379.65,40.65
483336.21,9205254.65,40.67
481879.48,9207207.30,40.71
508478.49,9213715.13,40.72
483434.04,9203412.62,40.72
480959.72,9230649.07,40.73
505300.93,9212791.52,40.73
500599.32,9217393.92,40.73
483291.99,9202063.94,40.73
510246.13,9214637.99,40.74
505619.77,9215094.45,40.74
509901.35,9216483.94,40.76
504069.95,9216012.62,40.77
482340.26,9208146.95,40.77
509747.14,9214645.37,40.82
509679.92,9216947.96,40.82
501615.60,9217404.35,40.82
500393.38,9217845.86,40.83
483409.72,9203823.57,40.83
499385.75,9217838.30,40.84
507484.89,9213716.64,40.85
511246.71,9213714.15,40.86
500189.72,9217846.14,40.89
500654.04,9218305.88,40.89
477981.35,9224736.02,40.89
482815.37,9202910.43,40.89
510291.68,9216479.93,40.90
485141.50,9207379.85,40.90
483293.59,9198848.77,40.90
500486.52,9218310.06,40.92
482807.17,9205504.87,40.93
480964.02,9207942.53,40.93
483284.11,9203501.17,40.94
506604.53,9212790.95,40.96
504274.20,9216013.60,40.97
507810.10,9213713.98,40.98
503927.59,9212336.27,41.00
503999.23,9215087.07,41.00
511743.48,9217412.69,41.00
508576.09,9217404.69,41.01
510096.16,9216481.48,41.02
483737.69,9202872.69,41.02
512151.28,9217407.94,41.04
508965.68,9217402.43,41.05
479037.82,9225183.20,41.06
482342.07,9205760.27,41.06
501709.50,9216935.13,41.07
510855.32,9215557.36,41.10
510102.05,9215563.44,41.11
509294.35,9216030.09,41.12
507385.56,9217397.33,41.12
484209.66,9200374.35,41.13
503457.10,9213704.81,41.15
508599.37,9213253.15,41.18
501849.46,9218315.17,41.18
508762.88,9215570.01,41.19
504482.89,9216931.01,41.19
507187.45,9217398.57,41.19
500369.40,9212317.58,41.20
506821.53,9215090.86,41.22
507410.91,9213252.71,41.23
507378.51,9216480.18,41.23
481884.01,9207765.52,41.24
503096.98,9216938.10,41.25
507020.61,9215092.13,41.26
507986.81,9217400.45,41.29
484207.35,9203912.37,41.29
481399.52,9208392.95,41.31
503896.24,9216462.41,41.32
483561.55,9201354.51,41.32
506845.25,9213717.48,41.35
511366.83,9217859.40,41.35
482819.72,9203092.23,41.35
503319.22,9216460.47,41.36
499179.65,9217383.16,41.37
500599.76,9217844.28,41.37
510731.54,9216023.41,41.38
511871.23,9216476.02,41.38
506510.18,9215547.50,41.39
483549.37,9201560.68,41.39
505571.84,9214178.92,41.41
507614.29,9213248.99,41.42
510080.83,9214639.47,41.42
512978.06,9216955.85,41.42
483282.26,9206397.60,41.42
507864.36,9216943.57,41.43
509906.57,9216030.49,41.44
479009.94,9225662.33,41.44
482335.03,9208946.95,41.44
505763.99,9215549.19,41.45
504085.72,9216934.36,41.45
517121.63,9217470.80,41.45
500990.63,9218305.85,41.47
508915.22,9214643.19,41.48
483750.48,9198585.01,41.49
515045.24,9215563.56,41.50
483586.48,9200945.90,41.52
500103.75,9215549.07,41.55
507438.63,9215550.91,41.56
504284.19,9216931.78,41.57
484185.18,9207555.08,41.58
500157.76,9212307.78,41.61
508226.96,9214182.63,41.61
483660.48,9199542.95,41.61
504359.89,9214175.97,41.62
483740.45,9206606.97,41.64
510062.21,9214182.22,41.65
501722.23,9212776.63,41.66
511166.47,9215100.24,41.67
512452.84,9216479.47,41.68
509874.97,9216949.56,41.68
512759.76,9217406.69,41.68
508018.83,9213244.21,41.69
507243.29,9214640.23,41.69
506793.22,9217395.81,41.69
510940.03,9216022.81,41.71
509556.91,9217399.93,41.71
513032.77,9216476.05,41.73
502426.21,9216012.56,41.74
480955.11,9207016.31,41.75
507006.89,9213717.31,41.76
476730.08,9228623.55,41.77
500260.38,9212785.44,41.77
507062.44,9216936.06,41.77
504313.58,9212792.52,41.78
516522.84,9216488.98,41.82
509651.64,9214177.19,41.84
512587.28,9216032.01,41.85
485138.52,9203483.50,41.85
507570.11,9216480.26,41.88
500591.90,9216004.04,41.89
512788.31,9216034.19,41.89
481885.86,9207955.09,41.89
509939.26,9213712.91,41.90
505244.91,9216478.78,41.93
500292.23,9215550.07,41.94
509748.77,9217401.29,41.94
482217.85,9224999.70,41.96
483710.34,9198565.57,41.96
507207.15,9213252.95,41.97
511041.20,9215558.47,42.00
512177.77,9216024.55,42.00
508464.26,9217866.74,42.01
506805.86,9213253.66,42.03
511454.69,9214183.58,42.04
509613.25,9213719.93,42.05
511540.74,9217414.15,42.05
507818.15,9213245.14,42.06
509857.47,9214178.92,42.06
511422.68,9214645.25,42.07
482354.43,9204126.30,42.07
510483.10,9216943.15,42.08
509969.64,9215108.80,42.10
511972.34,9216022.72,42.10
512961.01,9217411.61,42.10
483537.61,9201766.85,42.10
509290.62,9213722.45,42.11
500480.71,9215549.04,42.12
513800.82,9216024.90,42.12
517001.06,9216905.58,42.12
518028.26,9217956.66,42.12
515437.26,9217665.93,42.13
482338.97,9208346.51,42.14
510568.35,9215103.41,42.16
516045.49,9216024.94,42.16
481408.62,9210584.66,42.16
480964.50,9207572.03,42.16
500625.77,9216469.87,42.18
513161.90,9217415.67,42.19
483737.58,9206416.37,42.20
510661.54,9214185.84,42.21
484451.74,9224738.86,42.21
516942.75,9216958.15,42.22
508750.39,9214642.22,42.23
501677.38,9218314.64,42.23
502272.20,9212321.33,42.24
506682.54,9213717.18,42.25
511986.20,9215563.63,42.25
515238.20,9215561.93,42.25
508215.75,9213246.36,42.26
509451.60,9213723.20,42.27
481881.77,9207577.82,42.27
511351.92,9216021.52,42.28
476827.00,9228154.79,42.31
512175.54,9215564.53,42.31
499645.10,9218308.07,42.34
483293.58,9202268.19,42.34
501970.71,9215540.46,42.35
484665.70,9203676.53,42.36
505083.73,9216931.59,42.40
483293.39,9202474.51,42.41
512385.27,9215103.37,42.42
512756.05,9217880.59,42.42
510099.42,9213709.27,42.44
517097.66,9216494.51,42.46
481404.28,9208982.04,42.46
481409.27,9207005.28,42.48
503923.12,9213242.60,42.50
511573.92,9215098.97,42.50
481401.54,9211401.13,42.51
504479.19,9212794.37,42.53
483735.34,9207360.69,42.53
503719.33,9212332.10,42.54
510289.91,9215561.52,42.54
483297.50,9198445.43,42.54
512557.23,9217404.25,42.55
483754.29,9199523.16,42.55
505438.77,9216481.81,42.57
508408.82,9213250.03,42.58
513555.55,9215108.59,42.59
511765.44,9216021.32,42.59
483397.28,9204025.33,42.60
511761.12,9217866.04,42.61
506763.97,9212790.77,42.62
509785.96,9213261.63,42.62
511058.13,9214184.66,42.62
483752.27,9199898.95,42.63
502020.47,9216005.80,42.64
504089.47,9216464.45,42.66
482343.73,9205354.14,42.66
504629.89,9217396.98,42.68
501859.36,9212315.74,42.71
511421.55,9215560.90,42.72
509774.84,9213716.43,42.73
511248.42,9214645.64,42.73
509914.35,9214642.54,42.74
484668.14,9203869.26,42.75
512365.78,9215563.29,42.76
483282.05,9206811.94,42.76
511609.64,9215561.43,42.80
511797.78,9215562.29,42.80
508841.45,9214183.86,42.81
476897.25,9228718.60,42.82
502018.34,9218311.80,42.82
484682.67,9200185.44,42.82
484201.40,9206326.05,42.84
478923.44,9228864.04,42.85
509247.21,9214178.17,42.85
510316.58,9216027.06,42.85
512646.00,9216478.56,42.85
513553.12,9214643.21,42.87
513170.17,9217879.99,42.87
513621.50,9216478.20,42.90
512962.00,9217881.71,42.90
509357.13,9217400.15,42.92
515820.49,9215562.27,42.93
511138.38,9217416.30,42.93
499183.11,9217838.02,42.93
507319.77,9217868.11,42.96
482815.05,9204944.55,42.96
483509.88,9202177.66,42.96
480953.03,9206441.86,42.97
510485.99,9216479.10,42.98
500433.53,9216468.61,43.00
503510.75,9216460.85,43.00
512554.91,9216945.33,43.00
504832.91,9217401.19,43.00
517216.47,9217424.74,43.00
483524.78,9201972.42,43.00
511981.04,9215102.51,43.01
511233.17,9215559.86,43.01
514408.28,9216023.91,43.01
512351.06,9217879.29,43.01
511083.22,9213712.76,43.02
510860.03,9214184.89,43.02
502898.28,9216936.49,43.02
515822.32,9218373.27,43.02
510766.87,9215100.86,43.03
512747.91,9215561.85,43.04
483753.52,9199336.04,43.04
504643.22,9212791.96,43.05
483730.20,9203617.09,43.05
508381.93,9217405.24,43.08
509771.39,9215108.50,43.09
501403.37,9217851.00,43.10
511777.58,9215100.38,43.13
510340.73,9217412.13,43.13
509381.50,9213254.81,43.16
516749.81,9216957.03,43.16
505010.52,9215555.45,43.17
516332.64,9216489.53,43.18
510263.19,9213709.05,43.21
513766.05,9217415.74,43.22
501504.71,9218312.15,43.22
511650.65,9214181.43,43.23
513968.72,9217411.92,43.23
485138.75,9207184.91,43.29
483285.46,9200644.39,43.29
519622.59,9219191.13,43.31
509701.41,9216029.95,43.34
515431.45,9215562.70,43.38
505826.78,9216484.97,43.41
512808.49,9214190.20,43.42
514226.96,9214183.89,43.45
504886.57,9216930.35,43.45
505370.08,9214176.01,43.50
510079.15,9216947.40,43.50
481888.08,9205729.44,43.50
510425.19,9213710.34,43.51
512554.48,9215561.98,43.57
514675.11,9214652.26,43.58
516250.61,9216024.08,43.58
501778.34,9215541.37,43.59
513816.60,9216478.68,43.60
515023.71,9217869.39,43.60
511076.49,9214644.73,43.61
502223.79,9216008.75,43.62
510277.30,9216945.60,43.63
509082.42,9216940.44,43.64
507220.21,9215093.05,43.65
499814.38,9218307.76,43.65
481882.74,9204053.58,43.65
507126.28,9217866.49,43.66
509080.57,9214643.28,43.68
513749.96,9215107.24,43.68
514978.15,9217414.40,43.68
516610.34,9217422.25,43.68
509317.44,9216483.57,43.69
513588.77,9217866.87,43.69
506865.05,9216936.78,43.70
511564.57,9217862.02,43.70
501646.26,9212316.44,43.72
513820.88,9216953.99,43.73
481880.19,9203684.89,43.76
512464.81,9214656.02,43.77
512939.96,9215562.93,43.77
510113.15,9216028.82,43.79
483291.43,9202681.54,43.80
506202.35,9213251.72,43.81
512137.82,9216943.39,43.84
513170.47,9215106.87,43.85
488225.57,9232843.47,43.86
515786.23,9217840.69,43.86
517015.72,9217423.49,43.88
506933.36,9217864.57,43.89
514170.93,9217408.76,43.95
513940.05,9215105.02,43.96
511146.55,9216022.31,43.98
514209.92,9217862.64,43.98
510682.14,9216478.55,43.99
510966.00,9215100.42,44.00
512184.50,9215102.82,44.00
482344.86,9205959.43,44.00
517265.95,9217552.36,44.01
515136.29,9218045.07,44.01
519817.40,9219155.98,44.02
510588.04,9213712.10,44.03
510938.83,9217415.03,44.03
515225.74,9217873.31,44.04
510420.57,9218329.29,44.04
505026.34,9217404.15,44.05
502843.46,9217387.52,44.06
517553.49,9217709.41,44.08
513363.10,9215108.41,44.09
504427.74,9217394.24,44.09
515826.33,9217873.26,44.09
476656.45,9228051.79,44.10
516680.40,9217225.49,44.10
518717.88,9218313.03,44.13
485139.32,9203293.86,44.13
480942.93,9205494.11,44.13
485143.07,9202730.90,44.14
512642.85,9214655.59,44.15
512976.88,9215105.24,44.15
513612.06,9216954.46,44.16
509496.93,9216029.58,44.17
508654.06,9217868.05,44.18
508637.33,9214185.70,44.20
510464.00,9214185.60,44.20
481896.24,9204975.77,44.20
481416.32,9209786.25,44.24
514278.72,9215564.50,44.25
480957.15,9207203.97,44.27
511844.63,9214182.52,44.29
515626.58,9217875.03,44.30
516974.46,9217390.13,44.31
480946.10,9205873.65,44.31
510368.96,9215106.59,44.34
511957.35,9217871.19,44.34
515260.04,9217579.98,44.35
483277.90,9205779.06,44.35
503433.57,9217388.86,44.36
515585.16,9217420.36,44.36
510883.51,9216478.64,44.37
514373.39,9217407.64,44.37
511281.13,9216478.07,44.38
505416.39,9217403.12,44.38
483292.36,9199250.30,44.38
503810.43,9212788.79,44.39
514485.48,9214650.35,44.39
515427.53,9217875.65,44.39
513517.20,9215566.02,44.40
480953.06,9206635.87,44.40
506405.28,9213252.03,44.42
508275.61,9217864.52,44.43
511570.79,9213715.56,44.44
514133.18,9215104.17,44.46
515652.51,9218291.95,44.46
514295.55,9214647.86,44.47
517133.34,9216960.49,44.47
513227.22,9216476.26,44.49
503978.34,9212789.90,44.50
510171.11,9215108.09,44.50
501777.78,9216470.38,44.51
512534.38,9213714.42,44.52
508644.04,9213718.16,44.53
482354.25,9203525.72,44.53
510183.14,9217855.84,44.54
484658.67,9207353.58,44.55
510539.67,9217413.11,44.56
483668.86,9199346.26,44.56
510110.44,9218328.02,44.57
517451.72,9217883.49,44.58
513920.79,9214644.39,44.59
515625.57,9215562.34,44.59
483292.89,9201657.77,44.60
486675.85,9232468.55,44.61
519422.59,9218670.65,44.62
514575.56,9217408.35,44.64
516262.71,9215106.39,44.65
482868.65,9230688.87,44.66
512286.68,9214652.72,44.66
509794.40,9218324.94,44.66
508954.76,9215569.52,44.67
517193.44,9216488.00,44.67
509987.49,9213267.56,44.68
503237.66,9217386.69,44.68
515381.89,9217418.97,44.73
508676.99,9218322.63,44.76
484209.64,9203504.62,44.78
515026.39,9216949.86,44.79
482822.42,9203275.64,44.82
483422.38,9203615.55,44.85
477395.45,9229011.97,44.86
510577.49,9218329.31,44.88
515613.15,9217752.11,44.88
484446.98,9231113.56,44.90
511408.97,9213714.53,44.90
480945.27,9205683.17,44.92
474106.60,9214119.43,44.94
474309.86,9214121.59,44.96
512584.60,9215104.56,44.96
514820.58,9217866.40,44.96
505998.25,9213252.84,44.97
514413.43,9217864.10,44.97
517508.09,9216960.19,44.98
501612.75,9216002.67,44.99
483633.56,9200138.50,44.99
516455.34,9216023.55,45.00
516054.88,9217481.09,45.00
512036.35,9214184.76,45.01
514635.46,9216947.39,45.04
483751.03,9199149.22,45.04
513401.46,9216956.79,45.05
502188.68,9218310.01,45.05
517161.44,9216991.62,45.05
515307.84,9218128.97,45.05
502834.44,9216017.40,45.06
514777.34,9217410.76,45.06
481883.47,9203501.40,45.07
483289.12,9199846.10,45.08
514205.76,9216023.89,45.10
478717.97,9229285.92,45.11
509583.71,9213258.09,45.14
513010.23,9214649.45,45.16
514617.03,9217865.05,45.17
509635.61,9218322.83,45.17
512153.44,9217875.73,45.19
513380.42,9217873.24,45.20
510915.87,9213711.86,45.21
503887.89,9216936.53,45.21
510142.46,9217408.91,45.21
484217.40,9199960.89,45.21
515994.51,9217419.73,45.23
512212.26,9213716.40,45.24
513735.46,9214643.46,45.24
483456.30,9203001.42,45.24
517706.52,9217788.05,45.25
518303.54,9217574.15,45.26
516813.67,9217421.49,45.28
516137.91,9218023.75,45.28
483747.34,9198774.24,45.28
477424.72,9226906.04,45.29
514108.26,9214645.41,45.30
480941.30,9205305.56,45.30
484214.50,9200168.26,45.31
483282.28,9203707.32,45.31
507514.21,9217866.22,45.32
515218.82,9216951.32,45.33
519612.71,9219278.74,45.33
483283.30,9200442.53,45.33
516453.72,9215109.48,45.34
513189.36,9216957.03,45.34
510265.51,9218329.43,45.34
515989.57,9218456.41,45.34
514914.28,9215109.40,45.36
515789.12,9217420.13,45.36
485136.41,9206990.18,45.36
514827.33,9214180.58,45.37
516488.58,9218206.64,45.37
512825.53,9214653.99,45.38
516905.61,9216490.63,45.38
483275.11,9205160.02,45.38
515480.17,9218210.66,45.41
501604.61,9217847.46,45.43
480965.10,9207760.28,45.43
515787.71,9216953.22,45.45
517878.55,9216959.35,45.45
480956.49,9209463.06,45.45
513396.82,9216028.87,45.46
484658.98,9204830.19,45.47
511169.36,9217858.35,45.50
485136.02,9206797.09,45.50
502629.73,9216014.99,45.51
512382.40,9216028.00,45.51
515226.17,9216020.63,45.51
513413.96,9214190.78,45.53
515594.77,9217237.72,45.53
485147.06,9199817.75,45.53
513010.81,9214192.50,45.54
514862.34,9214651.44,45.54
499585.61,9217386.48,45.56
483678.85,9199150.22,45.56
511732.50,9213716.72,45.57
501392.97,9216468.61,45.57
511256.71,9214184.55,45.61
483747.45,9198962.04,45.61
513565.04,9217418.78,45.63
517859.80,9217878.83,45.63
485141.30,9204067.07,45.63
514329.69,9215104.86,45.64
514602.34,9216483.93,45.65
483698.57,9198759.99,45.65
516200.80,9217422.34,45.67
518370.02,9218133.88,45.67
509179.87,9213252.67,45.69
500998.36,9216002.19,45.69
516846.39,9218390.08,45.70
484207.77,9203709.18,45.71
482812.31,9205131.80,45.71
505678.77,9216937.79,45.72
516826.32,9217310.95,45.72
514025.13,9214186.73,45.73
509799.89,9217854.55,45.73
483752.97,9199710.59,45.73
510739.47,9217414.31,45.74
497941.95,9218305.03,45.74
484213.30,9203297.59,45.74
506990.21,9217398.17,45.76
517863.40,9217870.62,45.77
484222.17,9199748.49,45.77
514611.84,9216023.30,45.78
514029.01,9216952.11,45.78
512227.92,9214184.56,45.80
513899.23,9215565.23,45.80
514004.93,9217861.04,45.80
515901.93,9217401.64,45.80
518272.97,9217053.48,45.82
483312.24,9205659.75,45.82
514721.00,9215108.16,45.83
514799.46,9216485.74,45.83
481886.64,9203317.53,45.83
517262.06,9216032.77,45.84
514436.71,9216947.37,45.84
501808.88,9217844.61,45.84
515179.22,9217417.28,45.87
515748.30,9217319.79,45.87
518489.91,9216639.59,45.88
481412.55,9206805.94,45.89
508185.66,9217403.78,45.90
513209.76,9214191.92,45.93
516013.88,9215562.87,45.93
479202.76,9225182.89,45.94
482799.82,9206250.23,45.94
516657.97,9216025.68,45.96
515959.84,9217930.54,45.96
516206.06,9215564.56,45.97
504282.21,9216467.87,45.97
508432.56,9214184.70,45.98
515409.35,9216951.71,45.98
510752.87,9213712.83,46.00
514817.17,9216020.95,46.01
484663.86,9203481.18,46.01
482817.87,9204388.15,46.02
499382.11,9217385.00,46.03
518847.38,9218885.02,46.03
512345.19,9216943.04,46.04
512766.74,9216950.82,46.04
482661.62,9224725.55,46.05
512697.56,9213710.83,46.06
516027.67,9217871.84,46.06
517977.70,9217409.76,46.06
518998.36,9218960.33,46.07
482809.51,9205318.70,46.07
513618.50,9214191.17,46.09
513708.71,9215565.70,46.09
518652.60,9216717.08,46.09
517814.05,9217326.44,46.09
504472.82,9216470.15,46.10
482817.04,9204573.63,46.12
516585.39,9215567.72,46.16
521602.44,9217711.19,46.17
509608.91,9217855.93,46.18
516645.79,9215114.20,46.22
481418.34,9206410.07,46.22
506595.86,9217392.31,46.24
518894.16,9218399.93,46.24
510576.39,9214638.62,46.25
506739.91,9217863.64,46.26
510411.25,9214638.13,46.27
516406.16,9217424.12,46.27
514427.54,9214182.75,46.29
516072.39,9215103.79,46.29
518014.51,9217416.59,46.30
483372.73,9204435.45,46.30
518614.74,9217411.95,46.32
521134.09,9217982.45,46.32
509417.39,9217858.47,46.35
483293.18,9199049.90,46.36
481415.68,9206606.77,46.36
517285.57,9216495.93,46.37
517694.17,9216958.62,46.38
516311.21,9218114.58,46.39
512781.92,9215105.01,46.40
517604.07,9218247.67,46.40
518438.05,9216965.55,46.41
517323.39,9217075.19,46.43
505221.73,9217404.68,46.44
483735.38,9203056.95,46.46
483688.87,9198954.81,46.47
512372.73,9213717.56,46.48
483654.71,9199745.83,46.48
509991.01,9217854.85,46.49
509476.37,9218320.87,46.50
518546.48,9218225.29,46.51
514836.01,9216948.63,46.53
516396.27,9215565.85,46.57
516229.82,9217870.44,46.61
517733.04,9216771.55,46.62
517321.08,9216961.89,46.63
502812.29,9217846.89,46.64
514235.12,9216947.58,46.65
482343.37,9207349.63,46.65
482354.69,9204327.92,46.66
503492.38,9216939.44,46.67
516540.49,9217140.96,46.67
516143.67,9216490.75,46.68
508516.63,9218323.06,46.68
512612.67,9214187.15,46.70
513133.59,9215563.62,46.70
518051.37,9216497.76,46.73
519250.04,9218580.59,46.73
501406.28,9216003.47,46.74
517814.89,9217418.92,46.74
473492.54,9214117.65,46.76
510741.78,9214640.53,46.76
518198.24,9218045.00,46.77
480944.77,9205117.51,46.77
513424.97,9216478.33,46.78
517912.87,9216866.60,46.78
481411.59,9210185.10,46.79
